listing_id,high,medium,low
6833501,0.1925,0.3545,0.453
6883489,0.015,0.0975,0.8875
6885047,0.0095,0.086,0.9045
6828985,0.0045,0.0675,0.928
6841667,0.0125,0.056,0.9315
6824305,0.029,0.30866666666666664,0.6623333333333332
6898409,0.0112,0.078,0.9107999999999999
6913236,0.009,0.13,0.861
6925567,0.1165,0.48166666666666663,0.4018333333333334
6872725,0.012,0.09466666666666668,0.8933333333333334
6908775,0.0415,0.077,0.8815
6912747,0.4305,0.235,0.3345
6926175,0.001,0.0105,0.9885
6836586,0.0,0.007,0.993
7213225,0.0695,0.232,0.6985
7091393,0.115,0.4065,0.4785
6927538,0.0375,0.4155,0.547
6877250,0.3054583333333334,0.4405,0.25404166666666667
6825094,0.0165,0.2595,0.724
6876164,0.1855,0.342,0.4725
6876426,0.013,0.1455,0.8415
6892762,0.026,0.1682,0.8058
7175972,0.333,0.14,0.527
6871865,0.0225,0.143,0.8345
6883304,0.151,0.39093333333333335,0.4580666666666667
6823542,0.0025,0.099,0.8985
6841231,0.0,0.0095,0.9905
6922077,0.0195,0.0675,0.913
6816524,0.1575,0.407,0.4355
6827911,0.114,0.357,0.529
7093927,0.157,0.2105,0.6325
6820689,0.015,0.2515,0.7335
6815537,0.05,0.6315,0.3185
6834927,0.004,0.0065,0.9895
6855799,0.0055,0.0535,0.941
6941405,0.0515,0.192,0.7565
6916935,0.0215,0.0865,0.892
6870847,0.027,0.13325,0.83975
6838068,0.0005,0.047,0.9525
6856139,0.1985,0.18491666666666667,0.6165833333333334
7466252,0.2215,0.4156666666666667,0.36283333333333334
6846262,0.005,0.02,0.975
6909043,0.0255,0.15875,0.81575
6908483,0.091,0.543,0.366
6927411,0.025,0.173,0.802
6843387,0.0335,0.122,0.8445
6852130,0.1315,0.571,0.2975
7177869,0.171,0.539,0.29
6847745,0.0265,0.144625,0.828875
6880388,0.0885,0.26316666666666666,0.6483333333333333
6938253,0.0965,0.738,0.1655
6899263,0.0005,0.09,0.9095
6886332,0.1615,0.3375,0.501
7189001,0.1415,0.4305,0.428
6931089,0.014,0.0875,0.8985
6914586,0.021,0.0625,0.9165
6920290,0.0635,0.2335,0.703
6870956,0.003,0.064,0.933
6820726,0.0405,0.293,0.6665
7216422,0.01,0.083,0.907
6905162,0.50525,0.39625,0.0985
6899337,0.0215,0.525,0.4535
6913610,0.0175,0.1555,0.827
6879314,0.092,0.2525,0.6555
6833096,0.064,0.3415,0.5945
6870153,0.3395,0.4265,0.234
6898845,0.0325,0.2915,0.676
7183474,0.14495833333333336,0.24591666666666667,0.609125
6837117,0.221,0.3724166666666667,0.4065833333333333
6893714,0.0495,0.161,0.7895
6938454,0.033,0.148,0.819
7174092,0.049,0.244375,0.706625
6919559,0.027,0.1915,0.7815
7161950,0.064,0.323,0.613
6914981,0.0,0.005,0.995
6849622,0.1095,0.768,0.1225
6941161,0.041,0.173,0.786
6811988,0.25994285714285714,0.3804738095238095,0.35958333333333337
6813753,0.124,0.4405,0.4355
7148260,0.0055,0.059,0.9355
7177941,0.0135,0.135,0.8515
6948246,0.005,0.107,0.888
6876997,0.008,0.104,0.888
6839667,0.018,0.159,0.823
6829760,0.041,0.4165,0.5425
6839074,0.3675,0.3245,0.308
6901813,0.378,0.383,0.239
6904878,0.0295,0.3275,0.643
6931453,0.194,0.2635,0.5425
6920190,0.0205,0.06720000000000001,0.9123
6863842,0.0115,0.1045,0.884
6909289,0.2985,0.44125,0.26025
6921137,0.004,0.048,0.948
6878064,0.0585,0.74775,0.19375
6923532,0.0185,0.156,0.8255
6830563,0.0465,0.387,0.5665
6875519,0.042,0.197,0.761
6897506,0.08741666666666666,0.141,0.7715833333333333
6840219,0.002,0.0365,0.9615
7116734,0.166,0.232,0.602
6823913,0.0315,0.224,0.7445
6815281,0.0725,0.2775,0.65
6906714,0.001,0.0045,0.9945
6913792,0.2325,0.49874166666666664,0.2687583333333333
6845470,0.085,0.29625,0.61875
6843928,0.0345,0.2685,0.697
6839303,0.044,0.527,0.429
6835013,0.1375,0.7824583333333334,0.08004166666666668
7178041,0.084,0.168,0.748
6911290,0.152,0.202,0.646
6909642,0.0895,0.29658333333333337,0.6139166666666668
6933496,0.0075,0.107,0.8855
6926878,0.004,0.022,0.974
6817947,0.0815,0.203,0.7155
6824520,0.0615,0.17091666666666666,0.7675833333333334
6829539,0.1395,0.406,0.4545
7090978,0.011,0.014,0.975
6812720,0.0015,0.0145,0.984
6849592,0.071,0.144,0.785
6815119,0.03466666666666667,0.0775,0.8878333333333334
6861373,0.1475,0.36575,0.48675
6814226,0.038,0.0995,0.8625
6932220,0.093,0.3955,0.5115
6813734,0.067875,0.13975,0.7923750000000002
6936593,0.0105,0.0915,0.898
6879490,0.0215,0.114,0.8645
6876675,0.0025,0.003,0.9945
7143374,0.0175,0.106,0.8765
6901670,0.002,0.004,0.994
6841055,0.2015,0.4625,0.336
6837674,0.1075,0.4475,0.445
6900568,0.1485,0.3955,0.456
6940246,0.004,0.0535,0.9425
7143116,0.0045,0.066,0.9295
6872606,0.0225,0.1353333333333333,0.8421666666666667
6923099,0.132,0.1895,0.6785
6827263,0.022,0.041,0.937
6898365,0.0145,0.1565,0.829
6870354,0.086,0.292,0.622
6904562,0.005,0.018,0.977
7154381,0.1175,0.2195,0.663
6898304,0.0275,0.1595,0.813
6819338,0.0215,0.2375,0.741
6933745,0.38,0.3675,0.2525
6850196,0.2355,0.417,0.3475
6820792,0.1195,0.522,0.3585
6823666,0.002,0.028,0.97
7111858,0.0315,0.254,0.7145
7124406,0.046,0.356,0.598
6812243,0.106,0.194,0.7
6851458,0.0115,0.1105,0.878
6827327,0.1395,0.6135,0.247
6916501,0.033,0.292,0.675
7223832,0.112,0.3535,0.5345
6925961,0.4415,0.3105,0.248
6948294,0.0415,0.304,0.6545
6836627,0.0015,0.0025,0.996
6904640,0.0225,0.0395,0.938
6833967,0.0,0.005,0.995
6942599,0.0395,0.61,0.3505
6823650,0.0155,0.232,0.7525
6924447,0.0155,0.105,0.8795
7102331,0.157,0.226,0.617
6876935,0.0995,0.172,0.7285
7310881,0.0395,0.226,0.7345
6852198,0.033,0.372,0.595
6847262,0.038,0.2575,0.7045
6830013,0.024,0.2015,0.7745
6869193,0.0755,0.192,0.7325
7108141,0.1395,0.6095,0.251
6828866,0.0425,0.193375,0.764125
6851793,0.0545,0.176,0.7695
6848384,0.0445,0.134,0.8215
6827057,0.0085,0.0695,0.922
6879023,0.03675,0.3355,0.62775
7173114,0.025,0.146,0.829
6867603,0.015,0.19666666666666668,0.7883333333333332
6891301,0.21575,0.213,0.57125
6887391,0.0325,0.172,0.7955
6833738,0.0955,0.218,0.6865
6911010,0.0057,0.0595,0.9348
6894345,0.025,0.19,0.785
6917495,0.01,0.06,0.93
7211363,0.0005,0.004,0.9955
6931614,0.0305,0.449,0.5205
6859790,0.0035,0.048,0.9485
6945984,0.093,0.4495,0.4575
6903357,0.001,0.05,0.949
6884886,0.053,0.5085,0.4385
6929492,0.1545,0.425,0.4205
6920501,0.03366666666666667,0.39325,0.5730833333333333
6876418,0.004,0.078,0.918
6862081,0.0335,0.1655,0.801
6854423,0.1,0.2757,0.6243
6920272,0.0165,0.164,0.8195
6828812,0.0185,0.122,0.8595
6878776,0.103,0.5325,0.3645
6856611,0.034,0.2375,0.7285
6858692,0.0255,0.15675,0.81775
7201733,0.335875,0.376125,0.288
6849800,0.083,0.2545,0.6625
6854212,0.0035,0.057,0.9395
6862278,0.0095,0.5185,0.472
6895923,0.027,0.1635,0.8095
6867691,0.0475,0.206,0.7465
6946902,0.068,0.3345,0.5975
6848752,0.1205,0.4225,0.457
7177942,0.1235,0.6975,0.179
6930793,0.037,0.162,0.801
6857450,0.2355,0.2830666666666667,0.4814333333333333
6867232,0.036,0.2065,0.7575
7094419,0.097,0.411,0.492
7084341,0.004,0.0235,0.9725
6840846,0.039,0.2495,0.7115
6934193,0.0095,0.2285,0.762
6890456,0.01,0.0915,0.8985
6844944,0.0155,0.5765,0.408
6940623,0.098,0.3641666666666667,0.5378333333333333
6863121,0.145,0.30475,0.55025
6866997,0.2155,0.407,0.3775
6879240,0.019,0.065,0.916
6820139,0.054,0.24383333333333335,0.7021666666666666
7171126,0.0125,0.2225,0.765
7159074,0.001,0.022,0.977
6834654,0.064,0.2485,0.6875
6830194,0.0635,0.5215666666666666,0.4149333333333334
6837758,0.0235,0.318,0.6585
6923415,0.2065,0.1615,0.632
6913097,0.0385,0.6225,0.339
6889767,0.019,0.187,0.794
6842638,0.0845,0.2375,0.678
6867911,0.146,0.388,0.466
6837383,0.0375,0.4015,0.561
6834869,0.015,0.0445,0.9405
6877823,0.06,0.3144583333333334,0.6255416666666668
6918761,0.1825,0.28,0.5375
6947968,0.195,0.452,0.353
7156798,0.071,0.277,0.652
6825513,0.014,0.1425,0.8435
6942957,0.116,0.349,0.535
6914387,0.0005,0.0015,0.998
6911867,0.056,0.097,0.847
6945725,0.0255,0.101,0.8735
7214584,0.038,0.2165,0.7455
6883435,0.0895,0.3945,0.516
6844444,0.054,0.1325,0.8135
6846847,0.1235,0.211,0.6655
6853858,0.0595,0.2558333333333333,0.6846666666666668
6850264,0.6645,0.245,0.0905
7133733,0.053,0.187,0.76
6855363,0.0025,0.006,0.9915
6883245,0.4675,0.3035,0.229
6877675,0.038,0.6425559523809523,0.3194440476190476
6835685,0.0055,0.004,0.9905
6893021,0.0035,0.0485,0.948
6829290,0.0255,0.198,0.7765
7188662,0.016,0.1345,0.8495
6819913,0.085,0.232,0.683
6833564,0.01,0.0615,0.9285
6850106,0.1315,0.439,0.4295
6942749,0.036,0.5308333333333333,0.4331666666666667
6914529,0.0595,0.0645,0.876
7558641,0.003,0.031,0.966
6906968,0.0535,0.2005,0.746
6891338,0.054,0.2545,0.6915
6941602,0.105,0.3015,0.5935
6932169,0.01,0.156,0.834
6844632,0.4415,0.3225,0.236
6894892,0.196,0.24,0.564
6861134,0.041,0.485,0.474
6915097,0.034,0.1785,0.7875
6937172,0.0065,0.026,0.9675
6879461,0.06,0.093,0.847
6857654,0.0095,0.143,0.8475
6895678,0.0235,0.2045,0.772
6822135,0.013,0.2865,0.7005
6829564,0.0115,0.056,0.9325
6867317,0.196,0.556,0.248
6914161,0.0195,0.029,0.9515
6910849,0.414,0.177,0.409
6934028,0.247,0.3836666666666667,0.3693333333333333
6905664,0.02,0.0615,0.9185
6867482,0.069,0.3435,0.5875
6924295,0.052,0.371,0.577
7156427,0.001,0.0185,0.9805
6923989,0.004,0.0195,0.9765
6853052,0.554,0.2725,0.1735
6916757,0.0525,0.2715,0.676
6943613,0.073,0.538,0.389
6834664,0.0625,0.1455,0.792
6928652,0.0035,0.058,0.9385
6904980,0.0325,0.42,0.5475
6906311,0.0215,0.1425,0.836
6946602,0.065,0.2125,0.7225
6942506,0.0855,0.208,0.7065
6871785,0.017,0.056,0.927
6923546,0.025,0.18,0.795
6915566,0.01,0.043,0.947
6816417,0.027,0.251,0.722
6815533,0.076,0.4265,0.4975
6862929,0.0,0.046,0.954
6860251,0.121,0.1805,0.6985
6877325,0.0125,0.079,0.9085
6902727,0.627,0.1765,0.1965
6871404,0.035,0.19016666666666665,0.7748333333333334
6860167,0.051,0.242,0.707
7160115,0.0295,0.124,0.8465
6900052,0.0865,0.4825,0.431
6872721,0.0,0.0,1.0
6889418,0.006,0.062,0.932
6879649,0.1495,0.466,0.3845
6876047,0.0085,0.049,0.9425
6833826,0.0175,0.2625,0.72
6902966,0.3585,0.4375,0.204
6919332,0.058,0.3275,0.6145
6874882,0.194,0.2045,0.6015
6874759,0.3065,0.237,0.4565
6872186,0.5585,0.2135,0.228
7211653,0.012,0.057,0.931
6912836,0.123,0.303,0.574
6848487,0.1055,0.293,0.6015
6881899,0.0125,0.1725,0.815
6918705,0.0605,0.3615,0.578
6842580,0.0175,0.2065,0.776
6905020,0.0275,0.139,0.8335
7190006,0.0295,0.1108,0.8597
6912816,0.06,0.163,0.777
6835062,0.214,0.546,0.24
6823768,0.035,0.188,0.777
6884514,0.04,0.2305,0.7295
6838477,0.0465,0.2255,0.728
6906981,0.316,0.4415,0.2425
6884042,0.1095,0.547,0.3435
6929021,0.3354583333333333,0.29725,0.3672916666666667
6853208,0.008,0.0175,0.9745
6828487,0.0295,0.206,0.7645
6824662,0.077875,0.592125,0.33
6829836,0.0345,0.1375,0.828
6856482,0.2855,0.4645,0.25
6898172,0.0885,0.3425,0.569
6841692,0.014,0.1325,0.8535
6947031,0.1145,0.323,0.5625
6924413,0.025,0.285,0.69
6889838,0.0105,0.2445,0.745
6918338,0.0085,0.071,0.9205
6832621,0.04,0.354,0.606
6833264,0.022,0.6335,0.3445
6861054,0.3465,0.37,0.2835
7193069,0.001,0.032,0.967
6907435,0.014,0.118,0.868
6931661,0.046,0.422,0.532
6816230,0.1595,0.395,0.4455
6936804,0.183,0.545,0.272
6859602,0.024,0.187,0.789
6863982,0.107,0.24433333333333332,0.6486666666666666
6882438,0.0075,0.3615,0.631
7157700,0.002,0.0785,0.9195
6923516,0.0115,0.092,0.8965
6823402,0.1405,0.5385,0.321
6918352,0.057,0.339625,0.603375
6919775,0.0015,0.0275,0.971
6856734,0.002,0.053,0.945
6861353,0.0235,0.225,0.7515
6898705,0.132,0.3255,0.5425
7119207,0.041,0.096,0.863
6899730,0.011,0.1465,0.8425
6900925,0.134,0.372,0.494
6851224,0.0055,0.036,0.9585
6875390,0.053,0.1985,0.7485
6840386,0.046,0.1165,0.8375
6881675,0.066,0.1625,0.7715
6885216,0.346,0.2745,0.3795
6857161,0.0195,0.0775,0.903
7110629,0.04325,0.25625,0.7005
6870050,0.036,0.169,0.795
6936087,0.1665,0.371,0.4625
7357220,0.0475,0.2615,0.691
6850597,0.0305,0.1155,0.854
6844401,0.02,0.559,0.421
6911237,0.0335,0.125,0.8415
6845369,0.0065,0.2575,0.736
6867908,0.0345,0.3405,0.625
6824318,0.001,0.0135,0.9855
6858032,0.1405,0.4895,0.37
6910159,0.2147916666666667,0.33141666666666664,0.4537916666666667
7209643,0.003,0.0375,0.9595
6936898,0.0985,0.204625,0.696875
6905881,0.046,0.148,0.806
6934675,0.001,0.069,0.93
6942686,0.154,0.4869,0.3591
6845288,0.0095,0.0975,0.893
6913483,0.072,0.4915,0.4365
6891593,0.2485,0.44508333333333333,0.3064166666666666
6836253,0.001,0.007,0.992
6882152,0.0135,0.066,0.9205
6842643,0.0455,0.283,0.6715
6877694,0.1815,0.32923333333333327,0.4892666666666667
6826252,0.011,0.091,0.898
6903603,0.021,0.07,0.909
7106498,0.0165,0.17,0.8135
6827104,0.1015,0.342,0.5565
6830279,0.073,0.26638095238095244,0.6606190476190474
6884751,0.002,0.0245,0.9735
6942060,0.02425,0.2475,0.72825
6884379,0.0765,0.4925,0.431
6814538,0.163,0.3025,0.5345
6947604,0.112,0.448,0.44
6898216,0.0125,0.0805,0.907
6941995,0.0135,0.1,0.8865
6884011,0.2245,0.319,0.4565
6875617,0.038,0.115,0.847
7110292,0.2175,0.24969999999999998,0.5327999999999999
6815085,0.0415,0.304525,0.653975
6913029,0.0185,0.502,0.4795
6943083,0.0515,0.265,0.6835
6824029,0.5975,0.1145,0.288
6888193,0.087,0.26325,0.64975
6837705,0.014,0.102,0.884
6832907,0.1385,0.469,0.3925
7135202,0.0215,0.132,0.8465
6866509,0.3025,0.4895,0.208
6822791,0.0115,0.033,0.9555
6887845,0.205,0.3305,0.4645
6879251,0.2695,0.396,0.3345
6820632,0.19383333333333333,0.28006666666666663,0.5260999999999999
7277583,0.1965,0.33125,0.47225
6922776,0.265,0.2395,0.4955
7175505,0.052,0.4005,0.5475
6896559,0.3558333333333334,0.269,0.37516666666666665
6928605,0.014,0.112,0.874
6888641,0.0025,0.0345,0.963
6893123,0.0105,0.046,0.9435
6844333,0.03,0.311,0.659
6848410,0.074,0.296,0.63
6946291,0.0325,0.1365,0.831
7199097,0.0435,0.1905,0.766
6942754,0.0165,0.1525,0.831
6931610,0.1115,0.5635,0.325
6823764,0.0135,0.116,0.8705
6850304,0.003,0.018,0.979
6870639,0.0475,0.4425,0.51
7147273,0.006,0.05316666666666667,0.9408333333333334
6858127,0.064,0.4815,0.4545
6829875,0.2,0.2605,0.5395
6877774,0.11483333333333333,0.3166333333333333,0.5685333333333334
6944121,0.0955,0.2117,0.6928
6895120,0.082,0.2565,0.6615
6839250,0.0165,0.1045,0.879
6843165,0.0895,0.195,0.7155
7131387,0.0095,0.099,0.8915
6836497,0.22375,0.4585,0.31775
6873317,0.1765,0.301,0.5225
6873763,0.025,0.5165,0.4585
6929714,0.014,0.1195,0.8665
6914363,0.007,0.1125,0.8805
6882472,0.33,0.3365,0.3335
6904184,0.0175,0.213,0.7695
6927513,0.0105,0.1695,0.82
6831371,0.0535,0.38,0.5665
6864147,0.0295,0.059,0.9115
6823914,0.0265,0.1345,0.839
6820907,0.091,0.15433333333333335,0.7546666666666667
6857003,0.3405,0.2895,0.37
6907522,0.052,0.2215,0.7265
6873242,0.031,0.179,0.79
6833288,0.1285,0.363,0.5085
6947322,0.011,0.085,0.904
7178923,0.003,0.0365,0.9605
6894704,0.0005,0.003,0.9965
6925628,0.085,0.601,0.314
6873322,0.312,0.396,0.292
6914558,0.001,0.0225,0.9765
6817877,0.0525,0.2075,0.74
6937947,0.146,0.295,0.559
7102840,0.0865,0.1995,0.714
6812676,0.001,0.022,0.977
6820709,0.0345,0.3885,0.577
6944132,0.078,0.29,0.632
6845066,0.04,0.3635,0.5965
6905290,0.009,0.027,0.964
6929584,0.001,0.098,0.901
6935657,0.02,0.135,0.845
6916865,0.168,0.4265,0.4055
6859633,0.0305,0.2355,0.734
6838467,0.1695,0.3425,0.488
6826711,0.0595,0.29,0.6505
6920260,0.259,0.26893214285714284,0.4720678571428571
6921245,0.1675,0.383,0.4495
6856390,0.087,0.4785,0.4345
6853337,0.006,0.054,0.94
6839102,0.02675,0.10075,0.8725
7200234,0.229,0.3015,0.4695
6900756,0.508,0.273,0.219
6829325,0.0585,0.1645,0.777
6815984,0.059,0.286,0.655
6869765,0.0,0.0035,0.9965
6869419,0.0485,0.1705,0.781
7160109,0.0185,0.1635,0.818
6889396,0.1695,0.2115,0.619
6842902,0.094,0.308,0.598
6853584,0.221625,0.339375,0.439
6926470,0.027,0.4305,0.5425
6841384,0.022,0.208,0.77
7104369,0.044,0.5415,0.4145
6840831,0.0005,0.016,0.9835
6820860,0.0935,0.3445,0.562
6903453,0.004,0.0855,0.9105
6864445,0.0105,0.0405,0.949
6946675,0.072,0.345,0.583
7130988,0.058,0.3225,0.6195
6925975,0.0035,0.0255,0.971
6884323,0.047,0.364,0.589
6814713,0.015,0.163,0.822
6941879,0.093,0.23308333333333334,0.6739166666666666
6812838,0.09233333333333332,0.4276666666666667,0.48
6831339,0.009,0.0975,0.8935
6853779,0.083,0.161,0.756
6875411,0.041,0.2685,0.6905
6931935,0.0095,0.0505,0.94
6935323,0.257,0.42578333333333335,0.31721666666666665
6898444,0.0235,0.491,0.4855
6855303,0.28195,0.44125,0.2768
6874329,0.1205,0.35,0.5295
7108914,0.0435,0.161,0.7955
6862847,0.771,0.134,0.095
6840705,0.1045,0.2395,0.656
6851814,0.027,0.1335,0.8395
6943705,0.061,0.3025,0.6365
6946130,0.01,0.079,0.911
6832249,0.1115,0.266,0.6225
6878545,0.045,0.3535,0.6015
6841217,0.288025,0.37383333333333335,0.3381416666666667
6848290,0.0715,0.2878,0.6407
6919063,0.0075,0.0215,0.971
6842493,0.172,0.2605,0.5675
6873488,0.1495,0.2565,0.594
6820722,0.338,0.390875,0.271125
6891959,0.06283333333333334,0.1617916666666667,0.775375
6857365,0.0585,0.125,0.8165
6833434,0.0425,0.1665,0.791
6897985,0.01,0.102,0.888
6817595,0.021,0.044,0.935
6839292,0.0045,0.1055,0.89
6946277,0.1565,0.3615,0.482
6884375,0.0025,0.014,0.9835
6847576,0.054,0.5025,0.4435
6923392,0.1775,0.2635,0.559
7142927,0.01,0.1455,0.8445
6858454,0.031,0.1275,0.8415
6897065,0.002,0.0305,0.9675
6853670,0.027,0.0665,0.9065
6943406,0.166,0.41025,0.42375
6886681,0.2245,0.3325,0.443
7215612,0.0035,0.028,0.9685
6859688,0.0215,0.031,0.9475
6920827,0.2705,0.3135,0.416
6855447,0.0405,0.4155,0.544
6889074,0.08,0.3955,0.5245
7189468,0.001,0.048,0.951
7146533,0.0055,0.049,0.9455
6927516,0.043,0.608,0.349
6879633,0.024,0.1645,0.8115
6834445,0.1495,0.4645,0.386
6932243,0.0795,0.3275,0.593
6849822,0.1245,0.522,0.3535
6900106,0.0205,0.6145,0.365
6933980,0.4915,0.3085,0.2
6930893,0.049,0.17775,0.77325
6879346,0.0265,0.202,0.7715
6834013,0.005,0.0435,0.9515
6851455,0.0155,0.1225,0.862
6921856,0.0835,0.332,0.5845
6924651,0.019,0.2125,0.7685
7186298,0.05,0.36725,0.58275
6828672,0.13,0.3305,0.5395
6829637,0.14416666666666667,0.2502416666666667,0.6055916666666668
6938857,0.02375,0.10191666666666667,0.8743333333333334
6926610,0.1275,0.254,0.6185
6883068,0.0685,0.4345,0.497
6858095,0.0025,0.2405,0.757
6816104,0.05458333333333333,0.246,0.6994166666666668
6821848,0.16126666666666664,0.4477333333333333,0.391
6813627,0.102,0.225,0.673
6929003,0.092,0.3455,0.5625
6831200,0.037,0.1675,0.7955
6938157,0.0495,0.114,0.8365
6861600,0.0,0.0225,0.9775
6854795,0.118,0.06,0.822
6924905,0.0715,0.201,0.7275
6871999,0.0805,0.133,0.7865
6860225,0.0255,0.1565,0.818
6918844,0.0095,0.105,0.8855
6925097,0.078,0.2059583333333333,0.7160416666666667
6913284,0.5305,0.089,0.3805
6851482,0.0305,0.168,0.8015
6928199,0.5355,0.329,0.1355
6858587,0.0625,0.1725,0.765
6819416,0.059,0.351,0.59
6934054,0.0225,0.216,0.7615
6905861,0.0545,0.189,0.7565
6824995,0.127,0.404,0.469
6827850,0.056,0.237,0.707
6943478,0.004,0.0865,0.9095
6813028,0.0055,0.031,0.9635
6933978,0.105,0.265,0.63
6940507,0.072,0.221,0.707
6812456,0.001,0.005,0.994
6831019,0.0475,0.1815,0.771
6886068,0.0285,0.2335,0.738
6819127,0.053,0.297,0.65
6929169,0.015,0.0895,0.8955
7108896,0.0885,0.346,0.5655
6829790,0.428,0.2715,0.3005
6833162,0.279,0.4335,0.2875
6890289,0.0125,0.043,0.9445
6882988,0.067,0.24894999999999998,0.6840499999999999
6859872,0.0255,0.572,0.4025
6872835,0.3440416666666667,0.477,0.17895833333333333
6837209,0.0045,0.045,0.9505
6943169,0.2075,0.5255,0.267
6857916,0.3268333333333333,0.33216666666666667,0.341
6856666,0.518,0.319,0.163
7134334,0.028,0.212,0.76
6815043,0.05,0.719,0.231
6927954,0.069,0.5875,0.3435
6899096,0.075,0.383,0.542
6934024,0.17185,0.3695,0.45865
6882570,0.127,0.4405,0.4325
7098508,0.0005,0.0125,0.987
6923231,0.005,0.054,0.941
6935957,0.0625,0.176,0.7615
6882462,0.1275,0.28675,0.58575
6822283,0.02,0.286,0.694
6876281,0.0245,0.084,0.8915
6814520,0.085,0.3265,0.5885
6882225,0.166,0.398,0.436
6932949,0.1385,0.392,0.4695
6901277,0.0295,0.119,0.8515
6945942,0.0185,0.215,0.7665
6891889,0.12920833333333331,0.24816666666666665,0.622625
6924639,0.001,0.034,0.965
6820529,0.04,0.349,0.611
6879194,0.0235,0.231,0.7455
6817049,0.063875,0.57325,0.362875
6853498,0.08505,0.20240833333333336,0.7125416666666666
6917958,0.0195,0.1835,0.797
6814968,0.007,0.069,0.924
6930634,0.087,0.103875,0.809125
6816703,0.055,0.2085,0.7365
6819229,0.169,0.4755,0.3555
6946741,0.008,0.069375,0.922625
7212324,0.006,0.043,0.951
6822376,0.0335,0.402125,0.564375
6847464,0.033375,0.131125,0.8355
6835212,0.0525,0.2505,0.697
6933175,0.0185,0.101,0.8805
6885821,0.005,0.0705,0.9245
6865812,0.043,0.1425,0.8145
6812893,0.06154166666666666,0.232,0.7064583333333333
6897711,0.004,0.0295,0.9665
6874651,0.0045,0.0425,0.953
6833685,0.0565,0.58575,0.35775
6855137,0.0455,0.2135,0.741
6886855,0.3175,0.291,0.3915
6932095,0.129,0.3735,0.4975
6883935,0.4130833333333333,0.28025,0.30666666666666664
6823549,0.002,0.0635,0.9345
6834700,0.007,0.1725,0.8205
6863063,0.0,0.0275,0.9725
6858231,0.054,0.7685,0.1775
7148397,0.0595,0.8264166666666666,0.11408333333333333
6816068,0.0165,0.2225,0.761
6849639,0.0115,0.064,0.9245
6924214,0.007,0.0705,0.9225
6881705,0.0095,0.247,0.7435
6944174,0.07,0.1345,0.7955
6871364,0.139,0.29841666666666666,0.5625833333333332
6849245,0.019,0.1845,0.7965
7213904,0.077,0.264,0.659
6927663,0.0055,0.05,0.9445
6830645,0.133,0.5425,0.3245
6935137,0.043,0.2515,0.7055
6911214,0.0155,0.365,0.6195
6905293,0.0235,0.1305,0.846
6929791,0.1015,0.1855,0.713
6881497,0.0095,0.108,0.8825
6837425,0.033,0.1975,0.7695
6855033,0.0065,0.113,0.8805
6934828,0.015,0.158,0.827
6890288,0.0095,0.1545,0.836
6856757,0.0325,0.2155,0.752
6909261,0.0455,0.155,0.7995
6910470,0.0065,0.491,0.5025
6835477,0.03,0.1925,0.7775
6883345,0.383,0.298,0.319
6936968,0.0245,0.384,0.5915
7192340,0.021,0.1695,0.8095
6939194,0.027,0.15869999999999998,0.8142999999999999
6919714,0.14,0.442,0.418
6861062,0.0535,0.221,0.7255
6914950,0.021,0.3875,0.5915
6826659,0.0225,0.2505,0.727
6844253,0.0985,0.1795,0.722
6840707,0.0075,0.024,0.9685
6850335,0.1975,0.5665,0.236
7134755,0.174,0.36770833333333336,0.45829166666666665
6867382,0.0055,0.075,0.9195
6925261,0.002,0.1925,0.8055
6911267,0.1785,0.456,0.3655
6867648,0.0065,0.1055,0.888
6843620,0.169,0.497,0.334
6920974,0.0095,0.058,0.9325
6869440,0.0315,0.1365,0.832
6916388,0.15,0.5615,0.2885
6919120,0.1655,0.453,0.3815
6946109,0.108,0.318,0.574
6816513,0.0545,0.2865,0.659
6872912,0.1405,0.3022833333333333,0.5572166666666667
6946273,0.078,0.3505,0.5715
6920448,0.037,0.0875,0.8755
6869186,0.128,0.3445,0.5275
6889207,0.0325,0.1035,0.864
6892524,0.0115,0.259,0.7295
6849797,0.077,0.3415,0.5815
7097722,0.0615,0.1055,0.833
6832558,0.411,0.2115,0.3775
6948477,0.305,0.282,0.413
6941439,0.009,0.309,0.682
6934155,0.1325,0.111125,0.756375
6835767,0.131,0.181,0.688
6892500,0.073,0.263,0.664
6874141,0.1235,0.229,0.6475
7209877,0.10683333333333332,0.19874166666666668,0.6944250000000001
6819882,0.051,0.274575,0.6744249999999999
6914960,0.062,0.614,0.324
6910685,0.012,0.1525,0.8355
6885361,0.018,0.226,0.756
6938761,0.123,0.581,0.296
6833375,0.065,0.3305,0.6045
7191248,0.0,0.0075,0.9925
6877930,0.002,0.011,0.987
6873892,0.023,0.205,0.772
6850038,0.076,0.301,0.623
6849636,0.03,0.3645,0.6055
6833152,0.004,0.195,0.801
7190886,0.028,0.5315,0.4405
6861856,0.0185,0.2515,0.73
6864063,0.0465,0.4985,0.455
6888928,0.168,0.2775,0.5545
7187042,0.004,0.0515,0.9445
6854356,0.0845,0.2605,0.655
6910364,0.0415,0.348,0.6105
6819465,0.025,0.0915,0.8835
6898422,0.049,0.39,0.561
7173245,0.34225,0.3785,0.27925
6844257,0.1055,0.3075,0.587
6945367,0.045,0.14,0.815
6816624,0.114,0.0885,0.7975
6828053,0.037,0.2665,0.6965
6820556,0.0015,0.016,0.9825
